billing	card_id	codex_exit	model	usd
subscription	6a83862c-0fe58cb9	0	gpt-5.6-terra	0.0
subscription	6a838631-4bb4b712	0	gpt-5.6-luna	0.0
subscription	6a83918a-8a453810	0	gpt-5.6-terra	0.0
subscription	6a8391ef-8d95f7e9		gpt-5.6-terra	0.0
subscription	6a839224-26bf8abf	0	gpt-5.6-terra	0.0
subscription	6a8392d2-aa7d4bbb	0	gpt-5.6-terra	0.0
subscription	6a839317-18e31c90	0	gpt-5.6-terra	0.0
subscription	6a8395c7-e4b75692	0	gpt-5.6-terra	0.0
subscription	6a8395d3-664e6b64	0	gpt-5.6-terra	0.0
subscription	6a839704-0ace5a6f	0	gpt-5.6-terra	0.0
subscription	6a839c99-51985663	0	gpt-5.6-terra	0.0
subscription	6a839e4d-6e2334db	0	gpt-5.6-terra	0.0
subscription	6a839f51-22c55b05	0	gpt-5.6-terra	0.0
subscription	6a83a187-3ca48b68	0	gpt-5.6-sol	0.0
subscription	6a83a239-54e1fa6c	0	gpt-5.6-terra	0.0
subscription	6a83a547-d70d1a8c	0	gpt-5.6-sol	0.0
subscription	6a83a6b7-67b631db	0	gpt-5.6-terra	0.0
subscription	6a83a813-b451abf9	0	gpt-5.6-terra	0.0
subscription	6a83a977-f4eef987	0	gpt-5.6-terra	0.0
subscription	6a83a9fc-0a2ce4a7	0	gpt-5.6-terra	0.0
subscription	6a83aa5f-1ad8aa97	0	gpt-5.6-terra	0.0
