billing	card_id	codex_exit	model	usd
subscription	6a984e0c-a758a09f	1	gpt-5.6-sol	0.0
subscription	6a98504a-19758f6f	0	gpt-5.6-sol	0.0
subscription	6a985154-baf87ac3	0	gpt-5.6-terra	0.0
subscription	6a985490-e4129d24	0	gpt-5.6-sol	0.0
subscription	6a9855c2-2afe1160	0	gpt-5.6-terra	0.0
subscription	6a9855e3-135f1118	0	gpt-5.6-sol	0.0
subscription	6a985825-92d4789f		gpt-5.6-sol	0.0
subscription	6a985826-221a1955		gpt-5.6-sol	0.0
subscription	6a985878-8d58fbbd	0	gpt-5.6-sol	0.0
subscription	6a985adb-53b8707f	0	gpt-5.6-sol	0.0
subscription	6a985b9d-eb4f727d	0	gpt-5.6-sol	0.0
subscription	6a985de6-a8822e86	0	gpt-5.6-sol	0.0
subscription	6a986074-1317a61d	0	gpt-5.6-terra	0.0
subscription	6a98616f-8fdcdc6d	0	gpt-5.6-sol	0.0
subscription	6a986625-3cef8c9d	0	gpt-5.6-sol	0.0
subscription	6a986dce-3ac27c70	0	gpt-5.6-sol	0.0
subscription	6a9870c3-0add0a84	0	gpt-5.6-sol	0.0
subscription	6a9873a4-411d4d2a		gpt-5.6-sol	0.0
subscription	6a987837-6e4652c7	0	gpt-5.6-sol	0.0
subscription	6a987c42-149f7daf	0	gpt-5.6-sol	0.0
subscription	6a9884c9-732e49ec	0	gpt-5.6-sol	0.0
subscription	6a988d15-2a75392f	0	gpt-5.6-sol	0.0
subscription	6a989332-57c0ad92	0	gpt-5.6-sol	0.0
subscription	6a989474-96a7c74f	0	gpt-5.6-sol	0.0
subscription	6a9897ce-6651ddd4	0	gpt-5.6-sol	0.0
subscription	6a989c4e-451dfa70	1	gpt-5.6-sol	0.0
subscription	6a989e01-3f20d26c	0	gpt-5.6-sol	0.0
subscription	6a989e17-feec0faf	0	gpt-5.6-sol	0.0
subscription	6a989eb7-f1105659	0	gpt-5.6-sol	0.0
subscription	6a989fe6-20768239	0	gpt-5.6-terra	0.0
subscription	6a98a161-db94e936	0	gpt-5.6-terra	0.0
subscription	6a98a1c4-f8a07816	0	gpt-5.6-sol	0.0
subscription	6a98a23b-e57aaa45	0	gpt-5.6-sol	0.0
subscription	6a98a287-17ff26e3	0	gpt-5.6-luna	0.0
subscription	6a98a54d-553507f5	0	gpt-5.6-terra	0.0
subscription	6a98a62b-cab43813	0	gpt-5.6-sol	0.0
subscription	6a98aa27-e7f25799	0	gpt-5.6-terra	0.0
subscription	6a98aa9c-576a46b7	0	gpt-5.6-sol	0.0
subscription	6a98aaba-dc0c2053	0	gpt-5.6-sol	0.0
subscription	6a98aaed-ef43e0d1		gpt-5.6-sol	0.0
subscription	6a98ab00-e1236c70		gpt-5.6-sol	0.0
subscription	6a98ab9d-101e020d	0	gpt-5.6-sol	0.0
subscription	6a98abca-775dc669	0	gpt-5.6-terra	0.0
subscription	6a98b313-83a3f6cb	0	gpt-5.6-sol	0.0
subscription	6a98b5a6-332273a1	0	gpt-5.6-sol	0.0
