billing	card_id	codex_exit	model	usd
subscription	6a6c275c-816a2854		gpt-5.6-sol	0.0
subscription	6a6c275f-467b7835		gpt-5.6-sol	0.0
subscription	6a6c27ab-c1035355	1	gpt-5.6-terra	0.0
subscription	6a6c2869-52393b3f	0	gpt-5.6-sol	0.0
subscription	6a6c2906-9a6ac146	0	gpt-5.6-terra	0.0
subscription	6a6c2973-5a13a31b	0	gpt-5.6-terra	0.0
subscription	6a6c29e5-33aa5c5a	0	gpt-5.6-luna	0.0
subscription	6a6c2aaf-658a8537	0	gpt-5.6-sol	0.0
subscription	6a6c2b72-48a84dac	0	gpt-5.6-terra	0.0
subscription	6a6c2d20-541cfdb8	0	gpt-5.6-terra	0.0
subscription	6a6c2d57-eade780e	0	gpt-5.6-terra	0.0
subscription	6a6c2ec8-a933bd0b	0	gpt-5.6-terra	0.0
subscription	6a6c3373-d8d770ee	0	gpt-5.6-terra	0.0
subscription	6a6c34b6-2495eff1	0	gpt-5.6-terra	0.0
subscription	6a6c3638-9dc4e11c	0	gpt-5.6-terra	0.0
subscription	6a6c3b2d-ed1a8e0e	0	gpt-5.6-terra	0.0
subscription	6a6c3e43-24cc6bb7	0	gpt-5.6-terra	0.0
subscription	6a6c3ef9-c9d9cdb6	0	gpt-5.6-terra	0.0
subscription	6a6c438b-fe0202c2	0	gpt-5.6-sol	0.0
subscription	6a6c464c-3b114b2d	0	gpt-5.6-terra	0.0
subscription	6a6c4ce3-64757769	0	gpt-5.6-sol	0.0
subscription	6a6c5395-bc877c81	0	gpt-5.6-terra	0.0
