billing	card_id	codex_exit	model	usd
subscription	6a74076b-f46c82fa	0	gpt-5.6-sol	0.0
subscription	6a742062-146aef86	0	gpt-5.6-terra	0.0
subscription	6a742bf8-b27ddfb3	0	gpt-5.6-terra	0.0
subscription	6a742fae-86d51fa7	0	gpt-5.6-terra	0.0
subscription	6a7431ae-a13b2a8c	0	gpt-5.6-terra	0.0
subscription	6a7434fc-6384d054	0	gpt-5.6-terra	0.0
subscription	6a7437ce-dc30e9d6	0	gpt-5.6-terra	0.0
subscription	6a74a2b6-224418ef		gpt-5.6-sol	0.0
subscription	6a74a56f-64c609bc	0	gpt-5.6-sol	0.0
subscription	6a74c47f-b6488ee5		gpt-5.6-sol	0.0
subscription	6a74c70b-51d47b9a	0	gpt-5.6-sol	0.0
subscription	6a74dd1f-f7af2332	0	gpt-5.6-sol	0.0
subscription	6a74e658-8a2f6f91	0	gpt-5.6-sol	0.0
subscription	6a74f68d-b95dd268	0	gpt-5.6-sol	0.0
subscription	6a74fb17-8c4be58a	0	gpt-5.6-terra	0.0
subscription	6a74fce7-fa88d914	0	gpt-5.6-terra	0.0
subscription	6a750472-c67dcb1e	0	gpt-5.6-terra	0.0
subscription	6a750680-9dea114c	0	gpt-5.6-sol	0.0
subscription	6a75082f-d6183c1f	0	gpt-5.6-terra	0.0
subscription	6a750a94-39c3cd34	0	gpt-5.6-terra	0.0
subscription	6a750dff-93937d4e	0	gpt-5.6-luna	0.0
