billing	card_id	codex_exit	model	usd
subscription	6a8e057b-5c8b80a2	0	gpt-5.6-sol	0.0
subscription	6a8e0a20-ecc7599b	0	gpt-5.6-sol	0.0
subscription	6a8e0ab7-c8cd7515	0	gpt-5.6-sol	0.0
subscription	6a8e0b01-38f252bc	1	gpt-5.6-sol	0.0
subscription	6a8e0b04-6bd49be3	1	gpt-5.6-sol	0.0
subscription	6a8e0b0b-0fcc447f	1	gpt-5.6-sol	0.0
subscription	6a8e0ced-f77e3998		gpt-5.6-sol	0.0
subscription	6a8e0d6e-26128cf7	0	gpt-5.6-sol	0.0
subscription	6a8e0dce-ab6ca7cb		gpt-5.6-sol	0.0
subscription	6a8e0df4-a720fcf3	0	gpt-5.6-sol	0.0
subscription	6a8e0e24-3b5aa884	0	gpt-5.6-sol	0.0
subscription	6a8e0f44-29382949	0	gpt-5.6-sol	0.0
subscription	6a8e0f76-d2f3863e	0	gpt-5.6-sol	0.0
subscription	6a8e0fdc-5181692a	0	gpt-5.6-sol	0.0
subscription	6a8e101d-12019866	0	gpt-5.6-sol	0.0
subscription	6a8e10ca-3b57618e	0	gpt-5.6-sol	0.0
subscription	6a8e11ac-ae541062	0	gpt-5.6-sol	0.0
subscription	6a8e1200-e426f6a9	0	gpt-5.6-sol	0.0
subscription	6a8e1265-f2266fcf	0	gpt-5.6-sol	0.0
subscription	6a8e12bd-0c39b45a	0	gpt-5.6-sol	0.0
subscription	6a8e134e-b7d5e495	0	gpt-5.6-sol	0.0
subscription	6a8e1475-b56b2c2b	0	gpt-5.6-sol	0.0
subscription	6a8e1521-bca02e73	0	gpt-5.6-sol	0.0
subscription	6a8e1693-2c6a49fa	0	gpt-5.6-sol	0.0
subscription	6a8e17b0-af0cc5d6	0	gpt-5.6-sol	0.0
subscription	6a8e18db-a7d41d07	0	gpt-5.6-sol	0.0
subscription	6a8e18fe-18f34694	0	gpt-5.6-sol	0.0
subscription	6a8e194d-8a3f8810	0	gpt-5.6-sol	0.0
subscription	6a8e1ae8-cbdf5266	0	gpt-5.6-sol	0.0
subscription	6a8e1ba2-c70789d8	0	gpt-5.6-sol	0.0
subscription	6a8e1e2d-0a232376	0	gpt-5.6-sol	0.0
subscription	6a8e1fc4-a76c4794	0	gpt-5.6-sol	0.0
subscription	6a8e221f-6a0cb543	0	gpt-5.6-sol	0.0
subscription	6a8e255c-818c74a7	0	gpt-5.6-sol	0.0
subscription	6a8e25d5-bd831228	0	gpt-5.6-sol	0.0
subscription	6a8e2b9c-ecbe6375	0	gpt-5.6-sol	0.0
